CNPJ/CPF,Incentivador,ESPORTE (Valor que pode aportar/ ano),CULTURA (valores aportados 2016),
49032964000100,SPECTRUM BRANDS BRASIL INDUSTRIA E COMERCIO DE BENS DE CONSUMO LTDA,20000,80000,
2924519000191,Hy Line do Brasil Ltda,20000,80000,
5444083000121,MOINHO CIDADE BELLA LTDA ,20000,80000,
1132613000145,"ALLFOOD IMPORTACAO,INDUSTRIA E COMERCIO LTDA ",20000,80000,
42598920000101,NORSULMAX NAVEGAÇÃO S.A.,20000,80000,
20247322000147,ALLIED TECNOLOGIA S.A.,20000,80000,
7230513000138,Quiksilver Indústria e Comércio de Artigos Esportivos Ltda,20000,80000,
30630362000127,SENDAS EMPREENDIMENTOS E PARTICIPACOES LTDA,20000,80000,
1628313000151,Plasson do Brasil Ltda,20000,80000,
62287735000103,"Renascença Crédito, Financiamento e Investimento",20000,80000,
607587000100,NOSSO LAR LOJAS DE DEPARTAMENTOS LTDA ,20000,80000,
10841050000155,Concessionária das Rodovias Ayrton Senna e Carvalho Pinto S.A.,20000,80000,
122145000165,AFTON CHEMICAL INDUSTRIA DE ADITIVOS LTDA. ,20000,80000,
7222185000209,Grupo Jorge Batista Cia Ltda ,20000,80000,
986846000908,ST Jude Medical Brasil Ltda.,19850,79400,
95410163000310,Pennacchi e Cia Ltda ,19750,79000,
2545405000130,SMC PNEUMÁTICOS DO BRASIL LTDA,"19710,74","78842,95",
89724447000117,Bettanim Indústria S/A,"19685,37","78741,48",
88242862000171,Flecksteel Indústria de Artefatos Metalicos Ltda.,19500,78000,
5045717000173,TRICARD Administradora de Cartões Ltda.,19500,78000,
4078965000158,Blue Bay Comercial Ltda.,19394,77576,
2599378000189,MINORGAN INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,19250,77000,
7303379000158,Companhia Energética Manauara,19250,77000,
9258807000284,Brastex S.A,19250,77000,
55531925000150,Chem-Trend Indústria e Comécio de Produtos Químicos Ltda.,19170,76680,
79942272000160,Tiscoski Distribuidora Comercial Ltda,"19152,93","76611,73",
59281253000123,BTG Pactual Serviços Financeiros S.A,"19149,56","76598,23",
18715177000130,Eutectic do Brasil Ltda,"19027,34","76109,37",
1635544000192,The Valpar Corporation Ltda,19000,76000,
63605653000114,ACRE COMERCIO E ADMINISTRACAO LTDA,19000,76000,
86644697000159,FORTEBANCO VIGILANCIA E SEGURANCA LTDA ,19000,76000,
7428876000182,Keter Importação e Exportação Ltda.,19000,76000,
33485541000106,Banco Boavista Interatlântico S.A.,"18837,5",75350,
47003579000100,Nheel Quimica Ltda,"18777,5",75110,
4471564000163,Tecon Suape S/A,18750,75000,
11703662000144,Banco Confidence de Câmbio S/A,18750,75000,
2097007000107,Perfetti Van Melle Brasil Ltda.,18750,75000,
11369951000159,XP HOLDING INVESTIMENTOS S/A ,18750,75000,
5192316000146,Quero - Quero Financiadora S/A - CFI,18750,75000,
19525278000100,BAUMINAS QUIMICA LTDA ,18750,75000,
81875973000176,HBSIS SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,18750,75000,
2971360000166,Disveco Ltda,"18693,52","74774,06",
2725300000163,Paraná Operaçõees Portuárias S/A,"18685,5",74742,
3129679000101,NUTRION AGRONUTRIENTES LTDA. ,"18654,82","74619,27",
91787176000190,Coxilha Industria de Fertilizantes e Corretivas Ltda,18625,74500,
1593821000141,Centro Oeste Asfalto S.A,"18540,19","74160,77",
7441209000130,Banco Moneo S/A,18500,74000,
55885321000102,Laticinios Tirolez Ltda,18500,74000,
3644587000160,SANCHES E VECCHIATE LTDA ,18500,74000,
702079000100,Macponta Máquinas Agricolas PontaGrossense Ltda,18250,73000,
7203904000163,UNITEXTIL - União Industrial Têxtil S/A,18250,73000,
91495549000150,Cooperativa Triticola Mista Alto Jacuí Ltda,18250,73000,
75864728000160,Supermercados Irani Ltda.,18025,72100,
1723086000143,Foxlux Ltda.,18000,72000,
52130481000315,D'avó Supermercados Ltda.,18000,72000,
33634999000180,COMPREV VIDA E PREVIDENCIA S.A. ,18000,72000,
2762113000150,Brazilian Finance & Real Estate S.A,18000,72000,
91156471000149,Importadora e Exportadora de Cereais S/A,18000,72000,
61182606000180,Pincéis Tigre S/A,18000,72000,
7808907000120,Administradora de Consócios Sicredo Ltda.,"17944,39","71777,56",
30508345000111,PETROSERV S/A,17875,71500,
74232679000180,Bloomberg do Brasil Comércio e Serviços Ltda,"17838,34","71353,34",
3106213000190,Administradora de Cartões Sicredi Ltda,"17809,59","71238,36",
2988231000180,DTT Assessoria e Consultoria,"17775,79","71103,17",
1333984000195,Segalas Alimentos Ltda.,17750,71000,
71208516000174,Companhia de Telecomunicação do Brasil Central.,"17666,5",70666,
2923414000118,Sysmex do Brasil Industria e Comércio Ltda,17500,70000,
4848115000191,ING Guilder CCT S.A.,17500,70000,
411939000149,Finamax s/a Crédito Finan Invest,17500,70000,
2227264000108,ANDALI OPERACOES INDUSTRIAIS S.A.,17500,70000,
86375425000109,Metisa Metalúrgica Timboense S.A,17500,70000,
34111187000112,BES Investimentos do Brasil S/A - Banco de Investimento,17500,70000,
47254461000154,CIPATEX Impregnadora de Papéis e Tecidos Ltda,17500,70000,
4671122000160,Propex do Brasil Ltda,17500,70000,
7141284000185,MULTIPLAN ADMINISTRADORA DE SHOPPING CENTERS LTDA. ,17500,70000,
38955662000198,COBRASIN BRASILEIRA DE SINALIZACAO E CONSTRUCAO LTDA,17500,70000,
62255682000130,PPE Fios Esmaltados S.A,17500,70000,
46550505000120,MITSUBISHI ELECTRIC DO BRASIL COMERCIO E SERVICOS LTDA ,17500,70000,
59519603000147,Guima Conseco Construção Servicos e Comércio Ltda,17500,70000,
8377511000139,Elegância Distribuidora de Cosméticos,17500,70000,
2425993000179,LATICÍNIOS PINHALENSE LTDA,17500,70000,
8979535000168,Verzani & Sandrini Parking Estacionamento Ltda.,17500,70000,
78958717000138,Romagnole Produtos Elétricos Ltda.,17500,70000,
1537271000143,Toyolex Veículos Ltda.,17500,70000,
89305239000183,COOPERATIVA DOS SUINOCULTORES DE ENCANTADO LTDA,17500,70000,
45765914000181,Centrais Energética Moreno Acúcar e Álcool Ltda,17500,70000,
78614229000103,Multi-Log S/A,17500,70000,
33603457000140,Banco Rodobens S/A,17500,70000,
83483230000186,Selbeti Gestão de Documentos S/A,17500,70000,
46266771000126,Canon do Brasil Indústria e Comércio Ltda.,17500,70000,
9220921000134,NOVA PIRAMIDAL THERMOPLASTICS LTDA ,17500,70000,
52770948000120,Indústria Eletromecânica Balestro Ltda.,17500,70000,
59418806000147,Fratex Indústria e Comércio Ltda.,"17486,71","69946,83",
7297359000111,Empresa de Distribuição de Energia Vale Paranapanema SA,17385,69540,
82602327000106,Unimed de Joinville Cooperativa de Trabalhos Médicos,17375,69500,
3586538000118,Bourbon Specialty Coddees S/A.,17250,69000,
21052737000128,CREDIT SUISSE HEDGING-GRIFFO ASSET MANAGEMENT PARTNERS GESTAO DE RECURSOS S.A.,17250,69000,
34169557000172,Banco Mercantil de Investimento,17250,69000,
14143271000100,PANAMERICANO ADMINISTRACAO E CORRETAGEM DE SEGUROS E DE PREVIDENCIA PRIVADA LTDA,17250,69000,
23453897000104,Mineração Lapa Vermelha Ltda.,17175,68700,
89962294000146,Fabrica de Móveis Florense Ltda,17000,68000,
7314204000146,"VOXCRED ADMINISTRADORA DE CARTOES, SERVICOS E PROCESSAMENTO S.A.",17000,68000,
94870557000127,Noroeste Distribuidora de Títulos e Valores Mobiliários LTDA,16750,67000,
83054437000135,Curtume Viposa S/A Ind. e Comércio,16750,67000,
423733000139,Wilson Sons Agência Marítima Ltda.,"16667,5",66670,
91292987000110,Libraga Brandão e Cia Ltda,16500,66000,
61093001000112,Mar-Girus Continental Industria e Controles Eletricos Ltda.,16500,66000,
3491603000121,Paulista Lajeado Energia S/A,16500,66000,
89967939000133,Fante Indústria de Bebidas Ltda.,"16437,5",65750,
47508411000156,Cia Brasileira de Distribuição - CBD,16430,65720,
82647165000114,COOPER - Cooperativa de Produção e Abastecimento do Vale do Itajaí,16250,65000,
1236287000116,Bussadori Garcia & Cia Ltda,16250,65000,
88473731000103,Transporte Cavalinho Ltda,16250,65000,
79257291000158,Supermercados Archer S/A,16250,65000,
3572412000194,Alvorada Companhia Securitizadora de Créditos Financeiros ,16250,65000,
1256137000174,Distribuidora Rio Branco de Petróleo Ltda.,16250,65000,
5835040000177,Nexo Internacional Ltda,16250,65000,
5938780000139,COOPER CRED ADMINISTRADORA DE CARTÕES LTDA,16250,65000,
89723837000172,Pincéis Atlas S/A,16250,65000,
87315099000107,Bebidas Fruki Lta.,16250,65000,
91107581000110,Farroupilha Administradora de Consórcios Ltda,16250,65000,
96734892000123,TFL do Brasil Indústria Quimíca Ltda.,16250,65000,
61283636000182,Industria Grafica Foroni Ltda.,16250,65000,
78949013000107,"DACAR QUIMICA DO BRASIL_x000D_
","16241,84","64967,37",
2382073000110,Prolagos S.A Concessionária de Serviços Públicos de Água e Esgoto,"16065,35","64261,41",
2809488000128,Corumbal Participações e Administração Ltda,16000,64000,
6066837001000,INVIVO NUTRICAO E SAUDE LTDA,15975,63900,
4027894000164,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.","15923,91","63695,64",
2888834000100,CreditOne S/A,"15867,48","63469,91",
11247454000188,WSP Logística Distribuição e Importação de Motopelças e Bicipeças Ltda.,"15809,52","63238,06",
88614557000163,Moinhos Galopolis SA,15750,63000,
7428876000263,KETER IMPORTACAO E EXPORTACAO LTDA,15750,63000,
52503802000118,Companhia Luz e Força de Mococa,15750,63000,
75492694000120,Supermecados Myatã Ltda.,15600,62400,
4780793000160,SERTRADING SERVICOS DE IMPORTACAO E EXPORTACAO LTDA.,"15531,35","62125,4",
14429795000162,BAUMINAS LOG E TRANSPORTE LTDA ,15500,62000,
75400903000169,MOVAL MOVEIS ARAPONGAS LTDA ,15500,62000,
4408128000140,BNY Mellon ARX Investimentos Ltda,"15480,89","61923,57",
83052407000190,FECOAGRO - FEDERACAO DAS COOPERATIVAS AGROPECUARIAS DO ESTADO DE SANTA,"15410,55","61642,21",
7886385000185,DIAS BRANCO ADMINISTRACAO E PARTICIPACOES LTDA,15325,61300,
1691041000134,EADI Sul Terminal de Cargas Ltda,15250,61000,
33245762000107,Panamericana de Seguros S/A,15250,61000,
912882000161,Móveis Kappesbeg Ltda,15250,61000,
2867220000142,ST Importações Ltda,"15209,8","60839,21",
849898000177,ENDUTEX BRASIL LTDA,15000,60000,
21551379000793,Becton Dickinson Indústrias Cirurgicas Ltda.,15000,60000,
77883320000161,Supermercado Superpão Ltda,15000,60000,
41434556000173,AVINE COMERCIAL E AVÍCOLA DO NORDESTE LTDA.,15000,60000,
9191897000152,Banzai Veículos e Peças Ltda.,15000,60000,
4379829000106,"Negresco S/A - Crédito, Financiamento e Investimentos",15000,60000,
6951711000128,Suppliercard Administradora de Cartões de Crédito S/A,15000,60000,
4781843000123,Distribuidora Memphis Ltda,15000,60000,
66934555000119,GVR HOME INDUSTRIA E COMERCIO DE ENXOVAIS LTDA,15000,60000,
16929712000120,Munksjo Brasil Industria e Comercio de Papeis Especiais Ltda,15000,60000,
1201289000170,"Cia Saneamento de Jundiaí_x000D_
",15000,60000,
1099106000157,Posto Aldo Imigrantes Ltda,15000,60000,
89982177000306,Arbaza Alimentos Ltda.,15000,60000,
6269953000136,Calçados Pegada Nordeste Ltda,15000,60000,
82641606000170,SA Grafica Editora ,15000,60000,
60316817000103,Microsoft Informática Ltda,15000,60000,
92724145000153,Companhia Riograndense de Mineração - CRM,15000,60000,
87067187000129,Dickow & Cia Ltda,15000,60000,
61980181000154,Agro Química Maringa S.A,15000,60000,
50411321000157,MANUFATURACAO DE PRODUTOS PARA ALIM ANIMAL PREMIX LTDA ,15000,60000,
3334170000109,Kannenberg Barker Hail & Cotton Tabacos,15000,60000,
18520834000193,UBS BRASIL BANCO DE INVESTIMENTO S.A.,15000,60000,
428307000198,Expresso São Miguel Ltda.,15000,60000,
97191902000194,CONSERVAS ODERICH  S.A.,15000,60000,
2921346000158,Anjo Química do Brasil Ltda. ,15000,60000,
3076832000180,FLEXIVEL INDUSTRIA E COMERCIO LTDA,15000,60000,
25778390000156,Agronelli Indústria de Insumos Agropecuários Ltda.,15000,60000,
2628150000170,Águas de Cachoeira S/A - Citágua,15000,60000,
4458217000109,Dream Factory Comunicação e Eventos Ltda.,15000,60000,
42310177000134,Tropical Transportes Ipiranga Ltda,15000,60000,
62143847000182,Dacarto Benvic Ltda,15000,60000,
57663932000131,Interunion Comercio Internacional Ltda ,"14935,98","59743,92",
5366444000169,RV Consult Transporte e Logística Ltda.,"14934,25",59737,
32681371000172,Vix Logística S/A,"14896,25",59585,
6165981000103,Tenaris Confab Hastes de Bombeio S.A,"14847,75",59391,
68032648000183,Jotaeme - FITAFER Industria Metelúrgica Ltda,"14819,42","59277,67",
3953509000147,CPFL Geração de Energia S/A,14750,59000,
1740627000141,PFM COMERCIAL LTDA ,14750,59000,
82956160000173,Supermercados Imperatriz Ltda.,14700,58800,
5103939000103,Zamboni Comercial Ltda,"14657,5",58630,
66654179000109,SUHAI - VIGILANCIA E SEGURANCA LTDA,"14644,15","58576,58",
2507162000146,Top Car Veículos Ltda.,14500,58000,
50582170000108,Supermercado Big Bom Ltda,14500,58000,
77997187000174,Nórdica Veículos S/A,14500,58000,
68132950000103,Genzyme do Brasil Ltda,"14499,5",57998,
74376401000187,D CARVALHO COMERCIO DE MAQUINAS AGRICOLAS LTDA,"14371,48","57485,9",
3258870000153,Colorado Comercio de Maquinas Agricolas Ltda ,"14280,75",57123,
7201916000159,Araujo Cabral e Alves Ltda,14250,57000,
67375899000106,Datan Comercio Veículos Ltda,14250,57000,
80795727000141,Potencial Petróleo Ltda.,14125,56500,
456865000167,Betha Sistemas,"14009,23","56036,92",
72332778000109,Tucano Obras e Serviços Ltda,14000,56000,
4949306000140,Pertê Distribuidora de Alimentos Ltda.,13900,55600,
8611734000119,CALCARD ADMINISTRADORA DE CARTOES LTDA,13845,55380,
2384871000181,Excim Importação e Exportação S.A,13750,55000,
95426862000197,Excelsior Alimentos S.A,13750,55000,
4800830000154,Laticínio Deale LTDA,13750,55000,
46009718000140,Hospital Vera Cruz ,13750,55000,
11982113000156,Miranda Computação Comércio Ltda.,13750,55000,
86375912000163,Mueller Eletrodomésticos S.A,13750,55000,
7126651000171,Posto Aldo Cubatão Ltda,13750,55000,
15048754000199,CALCENTER - CALCADOS CENTRO-OESTE LTDA ,13750,55000,
17884560000159,Icasa - Indústria de Cerâmica Andradense S/A,13750,55000,
68752351000192,Industria de Calçados Wirth Ltda,13750,55000,
65472714000148,Itereng Automação Industrial Ltda,13750,55000,
9336431000106,Autopsia Regis Bittencourt S.A,"13708,5",54834,
48460745000160,Riberball Mercantil e Industrial Ltda,"13615,92","54463,67",
35615269000167,NEGOCIAL FACTORING FOMENTO COMERCIAL LTDA,"13599,2","54396,78",
18631739000167,Total Alimentos S.A,"13566,43","54265,72",
81362634000196,Fiorelo Pegoraro & Filhos Ltda,13500,54000,
6137674000119,WTORRE VSP EMPREENDIMENTOS IMOBILIARIOS S.A,13500,54000,
35273697000159,SOMIX CONCRETO LTDA,13500,54000,
4098591000132,Sugar Shoes Ltda.,13500,54000,
22737571000146,Fiat Finanças Brasil Ltda,13500,54000,
89897201000147,RIGHI COMERCIO DE GENEROS ALIMENTICIOS LIMITADA ,13500,54000,
12309895000120,Mahle Anéis Participações,"13435,06","53740,23",
60942281000123,Grupo Rede - Empresas de Energia Elétrica,"13303,75",53215,
5395992000117,BOMBAS LEAO NORDESTE LTDA,"13272,99","53091,95",
97371843000136,Arrozeira Pelotas Indústria e Comércio de Cereais Ltda.,13250,53000,
60344173000159,Águas Prata Ltda,13250,53000,
5849380000157,Sol Coqueria Tubarão S.A,13250,53000,
60586450000130,B GROB DO BRASIL S A IND COM MAQS OPERAT E FERRAMENTAS,13250,53000,
9142121000142,LUME-ORGANIZACAO DE EVENTOS LTDA - ME,13250,53000,
61015582000174,Companhia Paulista de Energia Eletrica,13250,53000,
51374569000158,CIMIL COMERCIO E INDUSTRIA DE MINERIOS LTDA,13250,53000,
81828923000138,COLOMBO RETROTERRA LTDA,"13085,95","52343,81",
9015646000117,SCIALPHA PARTICIPACOES LTDA.,13000,52000,
71995385000112,ABC Brasil Administração e Participações Ltda,13000,52000,
3007414000130,HOPE DO NORDESTE LTDA,13000,52000,
17359351000196,"Stara S.A. Crédito, Financiamento e Investimento",13000,52000,
61059978000113,METAL AR ENGENHARIA LTDA ,13000,52000,
9590018000165,IMPACTO INSUMOS AGRICOLA LTDA,12875,51500,
2974733000152, UPL DO BRASIL IND. E COM. DE INSUMOS AGROPECUARIOS SA,"12751,2","51004,8",
868626000114,Proaço Industria Metarlurgica Ltda.,12750,51000,
28598795000109,Barcelos e Cia Ltda,12750,51000,
9082535000123,BRPR A ADMINISTRADORA DE ATIVOS IMOBILIARIOS LTDA.,12750,51000,
84584515000176,Specht Produtos Alimenticios Ltda,12750,51000,
1394860000110,VeriFone do Brasil Ltda.,12750,51000,
80190796000121,MAXIPRINT GRAFICA E EDITORA LTDA ,"12592,25",50369,
7032886000102,Logistica Ambiental de Sao Paulo S.A. - Loga,12500,50000,
9464629000167,HOPE - HOSPITAL DE OLHOS DE PERNAMBUCO LTDA ,12500,50000,
22316972000122,AMCOR TOBACCO DO BRASIL FABRICACAO DE EMBALAGENS GRAFICAS LTDA ,12500,50000,
34151100000130,Sotreq S. A.,12500,50000,
7512441000111,"HS Financeira S.A., Crédito, Financiamento e Investimentos",12500,50000,
62532007000101,EATON POWER SOLUTION LTDA ,12500,50000,
30145502000171,Hospital Fluminense S.A.,12500,50000,
97246748000100,C. Vaccaro & Cia Ltda,12500,50000,
5302222000182,Posto Aldo São José dos Pinhais Ltda.,12500,50000,
6034119000161,Cless Comércio de Comésticos Ltda,12500,50000,
20775003000104,Exportadora de Café Guaxupé Ltda.,12500,50000,
7013856000140,A.M.C Exportação e Importação S/A,12500,50000,
12213317000195,LUNELLI MALHAS LTDA.,12500,50000,
62398391000100,NOVA AMERICA HOLDINGS LTDA,12500,50000,
65993453000101,RODOBENS LOCACAO DE VEICULOS LTDA,12500,50000,
4909479000134,FACEPA FABRICA DE PAPEL DA AMAZONIA S.A ,12500,50000,
4229761000170,Videolar S/A,12500,50000,
16933590000145,Companhia Ferroligas Minas Gerais - Minasligas,12500,50000,
61064838003400,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA ,12500,50000,
33054826000192,Companhia Excelsior de Seguros,12500,50000,
11599292000147,Capitale Energia Comercializadora S.A.,12500,50000,
60498706000157,Cargill Agrícola S.A,12500,50000,
7131760000187,BP Promotora de Vendas Ltda,12500,50000,
17858631000149,MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,12500,50000,
53172300000114,Usina São José da Estiva S/A - Açucar e Álcool,12500,50000,
21823063000118,PILAR DE GOIÁS DESENVOLVIMENTO MINERAL S/A,12500,50000,
19653054000184,Marluvas Calçados de Segurança Ltda,12500,50000,
17086101000120,LIDER FRANQUIAS E LICENCAS LTDA - EPP,12500,50000,
60383338000100,EMBRAMED INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA. ,12500,50000,
73077299000156,Adelbrás Indústria e Comércio de Adesivo Ltda.,12500,50000,
77890846000179,Cooperativa Agrária Mista Entre Rios Ltda.,12500,50000,
9251692000115,LEW'LARA/TBWA PUBLICIDADE PROPAGANDA LTDA.,12500,50000,
11436813000145,Adlim - Terceirização em Serviços Ltda.,12500,50000,
2913489000118,FADEL TRANSPORTES E LOGISTICA LTDA,12500,50000,
2357659000125,ELIZABETH PORCELANATO LTDA.,12500,50000,
609634000146,Ci&T Software S/A,12500,50000,
33250713000162,H. Strattner & Cia. Ltda.,12500,50000,
47064738000186,SAO DOMINGOS S.A. INDUSTRIA GRAFICA,12500,50000,
38035010000135,Target Veiculos Ltda - Honda Plaza,12500,50000,
45713971000117,Brqualy Administradora de Consórcios Ltda.,12500,50000,
2725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA ,12500,50000,
3867580000107,Pronto Express Logística Ltda.,12500,50000,
